marker,position,absolute_pos,n_tokens,emotion,task,split,file_id
so,0.9,9,11,-1,6way,train,Ses04M_script01
but,0.6,6,11,2,6way,train,Ses04M_script01
so,0.2777777777777778,5,19,2,6way,train,Ses04M_script01
well,0.0,0,4,2,6way,train,Ses04M_script01
oh,0.0,0,2,2,6way,train,Ses04M_script01
so,0.5609756097560976,23,42,2,6way,train,Ses04M_script01
but,0.8292682926829268,34,42,2,6way,train,Ses04M_script01
and,0.21951219512195122,9,42,2,6way,train,Ses04M_script01
and,0.36585365853658536,15,42,2,6way,train,Ses04M_script01
i mean,0.4090909090909091,9,23,-1,6way,train,Ses04M_script01
and,0.7727272727272727,17,23,-1,6way,train,Ses04M_script01
but,0.5384615384615384,14,27,2,6way,train,Ses04M_script01
and,0.0,0,27,2,6way,train,Ses04M_script01
and,0.5555555555555556,10,19,2,6way,train,Ses04M_script01
and,0.8333333333333334,15,19,2,6way,train,Ses04M_script01
so,0.35135135135135137,13,38,2,6way,train,Ses04M_script01
so,0.3783783783783784,14,38,2,6way,train,Ses04M_script01
so,1.0,37,38,2,6way,train,Ses04M_script01
and,0.6756756756756757,25,38,2,6way,train,Ses04M_script01
but,0.52,26,51,2,6way,train,Ses04M_script01
and,0.48484848484848486,16,34,2,6way,train,Ses04M_script01
i guess,0.8787878787878788,29,34,2,6way,train,Ses04M_script01
and,0.0,0,7,-1,6way,train,Ses04M_script01
and,0.0,0,29,-1,6way,train,Ses04M_script01
oh,0.0,0,3,3,6way,train,Ses04M_script01
and,0.42857142857142855,6,15,0,6way,train,Ses04M_script01
well,0.0,0,9,-1,6way,train,Ses04M_script01
maybe,0.125,1,9,-1,6way,train,Ses04M_script01
maybe,0.25,2,9,-1,6way,train,Ses04M_script01
like,0.2857142857142857,4,15,-1,6way,train,Ses04M_script01
you know,0.25,2,9,3,6way,train,Ses04M_script01
so,0.5,1,3,3,6way,train,Ses04M_script01
well,0.0,0,3,3,6way,train,Ses04M_script01
oh,0.0,0,4,-1,6way,train,Ses04M_script01
but,0.9230769230769231,24,27,0,6way,train,Ses04M_script01
probably,0.6153846153846154,16,27,0,6way,train,Ses04M_script01
you know,0.3333333333333333,2,7,-1,6way,train,Ses04M_script01
i think,0.6071428571428571,17,29,0,6way,train,Ses04M_script01
and,0.7857142857142857,22,29,0,6way,train,Ses04M_script01
but,0.6666666666666666,12,19,0,6way,train,Ses04M_script01
like,0.17857142857142858,5,29,0,6way,train,Ses04M_script01
but,0.0,0,2,5,6way,train,Ses04M_script01
but,0.26666666666666666,4,16,0,6way,train,Ses04M_script01
and,0.4117647058823529,7,18,0,6way,train,Ses04M_script01
but,0.6785714285714286,19,29,4,6way,train,Ses04M_script02
and,0.5714285714285714,16,29,4,6way,train,Ses04M_script02
probably,0.6785714285714286,19,29,4,6way,train,Ses04M_script02
probably,0.8214285714285714,23,29,4,6way,train,Ses04M_script02
although,0.4642857142857143,13,29,4,6way,train,Ses04M_script02
so,0.7407407407407407,20,28,4,6way,train,Ses04M_script02
you know,0.18518518518518517,5,28,4,6way,train,Ses04M_script02
oh,0.1111111111111111,3,28,4,6way,train,Ses04M_script02
well,0.0,0,2,5,6way,train,Ses04M_script02
so,0.4444444444444444,8,19,0,6way,train,Ses04M_script02
and,0.2222222222222222,6,28,-1,6way,train,Ses04M_script02
like,0.6666666666666666,30,46,-1,6way,train,Ses04M_script02
oh,0.0,0,46,-1,6way,train,Ses04M_script02
oh,1.0,45,46,-1,6way,train,Ses04M_script02
and,0.9166666666666666,22,25,5,6way,train,Ses04M_script02
so,0.0,0,4,0,6way,train,Ses04M_script02
and,0.6382978723404256,30,48,4,6way,train,Ses04M_script02
and,0.6,12,21,0,6way,train,Ses04M_script02
and,0.85,17,21,0,6way,train,Ses04M_script02
like,0.9696969696969697,32,34,5,6way,train,Ses04M_script02
so,0.9393939393939394,31,34,5,6way,train,Ses04M_script02
but,0.030303030303030304,1,34,5,6way,train,Ses04M_script02
and,0.75,3,5,4,6way,train,Ses04M_script02
so,0.6,3,6,3,6way,train,Ses04M_script02
oh,0.0,0,12,4,6way,train,Ses04M_script02
like,0.5,16,33,4,6way,train,Ses04M_script02
like,0.96875,31,33,4,6way,train,Ses04M_script02
so,0.28125,9,33,4,6way,train,Ses04M_script02
but,0.125,4,33,4,6way,train,Ses04M_script02
and,0.15789473684210525,3,20,4,6way,train,Ses04M_script02
so,0.5660377358490566,30,54,-1,6way,train,Ses04M_script02
and,0.41509433962264153,22,54,-1,6way,train,Ses04M_script02
and,0.8301886792452831,44,54,-1,6way,train,Ses04M_script02
so,0.7714285714285715,27,36,0,6way,train,Ses04M_script02
also,0.11428571428571428,4,36,0,6way,train,Ses04M_script02
and,0.8285714285714286,29,36,0,6way,train,Ses04M_script02
but,0.7941176470588235,27,35,4,6way,train,Ses04M_script02
oh,0.17647058823529413,6,35,4,6way,train,Ses04M_script02
so,0.05263157894736842,2,39,4,6way,train,Ses04M_script02
so,0.03225806451612903,1,32,4,6way,train,Ses04M_script02
and,0.41935483870967744,13,32,4,6way,train,Ses04M_script02
and,0.6129032258064516,19,32,4,6way,train,Ses04M_script02
and,0.9354838709677419,29,32,4,6way,train,Ses04M_script02
oh,0.7818181818181819,43,56,4,6way,train,Ses04M_script02
and,0.38181818181818183,21,56,4,6way,train,Ses04M_script02
and,0.7454545454545455,41,56,4,6way,train,Ses04M_script02
so,0.2,1,6,4,6way,train,Ses04M_script02
well,0.0,0,6,4,6way,train,Ses04M_script02
so,0.25,1,5,3,6way,train,Ses04M_script02
well,0.0,0,5,3,6way,train,Ses04M_script02
so,0.1,2,21,-1,6way,train,Ses04M_script02
so,0.15,3,21,-1,6way,train,Ses04M_script02
so,0.2222222222222222,2,10,-1,6way,train,Ses04M_script02
but,0.3333333333333333,3,10,-1,6way,train,Ses04M_script02
well,0.0,0,10,-1,6way,train,Ses04M_script02
so,0.29411764705882354,5,18,5,6way,train,Ses04M_script02
but,0.7058823529411765,12,18,5,6way,train,Ses04M_script02
well,0.0,0,4,0,6way,train,Ses04M_script02
like,1.0,13,14,0,6way,train,Ses04M_script02
like,0.11764705882352941,6,52,-1,6way,train,Ses04M_script02
though,0.3137254901960784,16,52,-1,6way,train,Ses04M_script02
and,0.6666666666666666,34,52,-1,6way,train,Ses04M_script02
and,0.9019607843137255,46,52,-1,6way,train,Ses04M_script02
though,0.16666666666666666,1,7,-1,6way,train,Ses04M_script02
but,0.8571428571428571,18,22,0,6way,train,Ses04M_script02
but,0.3181818181818182,7,23,5,6way,train,Ses04M_script02
so,0.1,1,11,5,6way,train,Ses04M_script02
so,0.7560975609756098,31,42,2,6way,train,Ses04M_script02
but,0.5609756097560976,23,42,2,6way,train,Ses04M_script02
though,0.2926829268292683,12,42,2,6way,train,Ses04M_script02
and,0.3902439024390244,16,42,2,6way,train,Ses04M_script02
and,0.9024390243902439,37,42,2,6way,train,Ses04M_script02
so,0.1702127659574468,8,48,-1,6way,train,Ses04M_script02
so,0.3829787234042553,18,48,-1,6way,train,Ses04M_script02
and,0.0,0,48,-1,6way,train,Ses04M_script02
and,0.6170212765957447,29,48,-1,6way,train,Ses04M_script02
like,0.5909090909090909,26,45,3,6way,train,Ses04M_script02
like,0.8409090909090909,37,45,3,6way,train,Ses04M_script02
so,0.36363636363636365,16,45,3,6way,train,Ses04M_script02
so,0.5681818181818182,25,45,3,6way,train,Ses04M_script02
and,0.4090909090909091,18,45,3,6way,train,Ses04M_script02
so,0.3333333333333333,4,13,2,6way,train,Ses04M_script02
so,0.9166666666666666,11,13,2,6way,train,Ses04M_script02
so,0.8,4,6,-1,6way,train,Ses04M_script02
so,0.2,2,11,0,6way,train,Ses04M_script02
well,0.0,0,46,0,6way,train,Ses04M_script02
and,0.8444444444444444,38,46,0,6way,train,Ses04M_script02
like,0.07894736842105263,3,39,-1,6way,train,Ses04M_script02
though,0.15789473684210525,6,39,-1,6way,train,Ses04M_script02
and,0.3684210526315789,14,39,-1,6way,train,Ses04M_script02
and,0.42105263157894735,16,39,-1,6way,train,Ses04M_script02
and,0.5526315789473685,21,39,-1,6way,train,Ses04M_script02
and,0.6842105263157895,26,39,-1,6way,train,Ses04M_script02
and,0.8421052631578947,32,39,-1,6way,train,Ses04M_script02
you know,0.6071428571428571,17,29,0,6way,train,Ses04M_script02
you know,0.8214285714285714,23,29,0,6way,train,Ses04M_script02
and,0.0,0,29,0,6way,train,Ses04M_script02
and,0.25,7,29,0,6way,train,Ses04M_script02
oh,0.0,0,15,0,6way,train,Ses04M_script02
like,0.4,4,11,0,6way,train,Ses04M_script02
like,1.0,10,11,0,6way,train,Ses04M_script02
but,0.0,0,11,0,6way,train,Ses04M_script02
though,0.6,6,11,0,6way,train,Ses04M_script02
so,0.6206896551724138,18,30,-1,6way,train,Ses04M_script02
but,0.41379310344827586,12,30,-1,6way,train,Ses04M_script02
and,0.3448275862068966,10,30,-1,6way,train,Ses04M_script02
so,0.9736842105263158,37,39,5,6way,train,Ses04M_script02
but,0.7631578947368421,29,39,5,6way,train,Ses04M_script02
and,0.4473684210526316,17,39,5,6way,train,Ses04M_script02
and,0.5,19,39,5,6way,train,Ses04M_script02
and,0.631578947368421,24,39,5,6way,train,Ses04M_script02
and,0.7105263157894737,27,39,5,6way,train,Ses04M_script02
so,0.625,5,9,-1,6way,train,Ses04M_script02
maybe,0.0,0,9,-1,6way,train,Ses04M_script02
but,0.2727272727272727,3,12,2,6way,train,Ses04M_script02
so,0.5483870967741935,17,32,-1,6way,train,Ses04M_script02
so,0.6129032258064516,19,32,-1,6way,train,Ses04M_script02
so,0.967741935483871,30,32,-1,6way,train,Ses04M_script02
well,0.0,0,32,-1,6way,train,Ses04M_script02
you know,0.16129032258064516,5,32,-1,6way,train,Ses04M_script02
probably,0.3870967741935484,12,32,-1,6way,train,Ses04M_script02
and,0.8387096774193549,26,32,-1,6way,train,Ses04M_script02
so,0.15384615384615385,2,14,1,6way,train,Ses04M_script02
but,0.6153846153846154,8,14,1,6way,train,Ses04M_script02
like,0.21739130434782608,5,24,1,6way,train,Ses04M_script02
so,0.9411764705882353,16,18,1,6way,train,Ses04M_script02
like,0.8333333333333334,15,19,1,6way,train,Ses04M_script03
oh,0.9444444444444444,17,19,1,6way,train,Ses04M_script03
and,0.2222222222222222,4,19,1,6way,train,Ses04M_script03
and,0.7222222222222222,13,19,1,6way,train,Ses04M_script03
and,0.0,0,4,1,6way,train,Ses04M_script03
so,0.5,5,11,5,6way,train,Ses04M_script03
well,0.2727272727272727,3,12,-1,6way,train,Ses04M_script03
and,0.7333333333333333,11,16,4,6way,train,Ses04M_script03
and,0.6363636363636364,7,12,-1,6way,train,Ses04M_script03
so,0.2857142857142857,4,15,5,6way,train,Ses04M_script03
oh,0.0,0,7,5,6way,train,Ses04M_script03
so,0.0,0,5,0,6way,train,Ses04M_script03
so,0.6666666666666666,2,4,-1,6way,train,Ses04M_script03
so,0.14285714285714285,2,15,5,6way,train,Ses04M_script03
and,0.5,7,15,5,6way,train,Ses04M_script03
and,0.6428571428571429,9,15,5,6way,train,Ses04M_script03
and,0.8125,13,17,5,6way,train,Ses04M_script03
and,0.9375,15,17,5,6way,train,Ses04M_script03
so,0.2,3,16,5,6way,train,Ses04M_script03
so,0.75,3,5,5,6way,train,Ses04M_script03
oh,0.0,0,5,5,6way,train,Ses04M_script03
so,0.5,2,5,0,6way,train,Ses04M_script03
oh,0.0,0,7,5,6way,train,Ses04M_script03
oh,0.0,0,4,0,6way,train,Ses04M_script03
oh,0.0,0,3,0,6way,train,Ses04M_script03
like,0.625,5,9,0,6way,train,Ses04M_script03
oh,0.125,1,9,0,6way,train,Ses04M_script03
and,0.8666666666666667,13,16,0,6way,train,Ses04M_script03
like,0.9473684210526315,18,20,0,6way,train,Ses04M_script03
and,0.7894736842105263,15,20,0,6way,train,Ses04M_script03
i think,0.0,0,29,5,6way,train,Ses04M_script03
and,0.1111111111111111,2,19,0,6way,train,Ses04M_script03
and,0.5,9,19,0,6way,train,Ses04M_script03
and,0.7777777777777778,14,19,0,6way,train,Ses04M_script03
oh,0.0,0,3,0,6way,train,Ses04M_script03
so,0.7777777777777778,7,10,0,6way,train,Ses04M_script03
and,0.25,2,9,-1,6way,train,Ses04M_script03
well,0.1111111111111111,1,10,0,6way,train,Ses04M_script03
and,0.8888888888888888,8,10,0,6way,train,Ses04M_script03
and,0.35714285714285715,5,15,0,6way,train,Ses04M_script03
and,0.2,3,16,0,6way,train,Ses04M_script03
and,0.7142857142857143,10,15,0,6way,train,Ses04M_script03
and,0.8571428571428571,12,15,0,6way,train,Ses04M_script03
and,0.9090909090909091,10,12,0,6way,train,Ses04M_script03
like,0.75,3,5,0,6way,train,Ses04M_script03
oh,0.0,0,4,0,6way,train,Ses04M_script03
like,1.0,23,24,0,6way,train,Ses04M_script03
and,0.34782608695652173,8,24,0,6way,train,Ses04M_script03
and,0.4782608695652174,11,24,0,6way,train,Ses04M_script03
and,0.11764705882352941,2,18,0,6way,train,Ses04M_script03
and,0.6,6,11,-1,6way,train,Ses04M_script03
and,0.3333333333333333,1,4,-1,6way,train,Ses04M_script03
so,0.7142857142857143,5,8,-1,6way,train,Ses04M_script03
oh,0.0,0,7,4,6way,train,Ses04M_script03
probably,0.42857142857142855,3,8,4,6way,train,Ses04M_script03
so,0.2222222222222222,2,10,4,6way,train,Ses04M_script03
but,0.0,0,10,4,6way,train,Ses04M_script03
and,0.5,3,7,3,6way,train,Ses04M_script03
and,0.9696969696969697,32,34,0,6way,train,Ses04M_script03
and,0.6363636363636364,7,12,4,6way,train,Ses04M_script03
and,0.8571428571428571,6,8,4,6way,train,Ses04M_script03
like,0.8,4,6,-1,6way,train,Ses04M_script03
oh,0.0,0,6,-1,6way,train,Ses04M_script03
well,0.7142857142857143,5,8,-1,6way,train,Ses04M_script03
well,0.0,0,6,4,6way,train,Ses04M_script03
i believe,0.2,1,6,-1,6way,train,Ses04M_script03
like,0.8157894736842105,31,39,-1,6way,train,Ses04M_script03
so,0.0,0,39,-1,6way,train,Ses04M_script03
and,0.2894736842105263,11,39,-1,6way,train,Ses04M_script03
and,0.5,19,39,-1,6way,train,Ses04M_script03
and,0.5526315789473685,21,39,-1,6way,train,Ses04M_script03
and,0.5789473684210527,22,39,-1,6way,train,Ses04M_script03
so,1.0,25,26,4,6way,train,Ses04M_script03
and,0.32,8,26,4,6way,train,Ses04M_script03
and,0.64,16,26,4,6way,train,Ses04M_script03
and,0.8,20,26,4,6way,train,Ses04M_script03
and,0.3333333333333333,15,46,-1,6way,train,Ses04M_script03
and,0.4888888888888889,22,46,-1,6way,train,Ses04M_script03
and,0.7333333333333333,33,46,-1,6way,train,Ses04M_script03
so,0.5833333333333334,14,25,4,6way,train,Ses04M_script03
and,0.6666666666666666,10,16,-1,6way,train,Ses04M_script03
so,0.9166666666666666,11,13,4,6way,train,Ses04M_script03
oh,0.0,0,13,4,6way,train,Ses04M_script03
oh,0.5833333333333334,7,13,4,6way,train,Ses04M_script03
and,0.45454545454545453,5,12,4,6way,train,Ses04M_script03
like,0.8333333333333334,15,19,4,6way,train,Ses04M_script03
oh,0.9444444444444444,17,19,4,6way,train,Ses04M_script03
and,0.2222222222222222,4,19,4,6way,train,Ses04M_script03
and,0.7222222222222222,13,19,4,6way,train,Ses04M_script03
and,0.0,0,4,4,6way,train,Ses04M_script03
and,0.6666666666666666,6,10,-1,6way,val,Ses01F_impro01_
but,0.05555555555555555,1,19,5,6way,val,Ses01F_impro01_
well,0.0,0,8,3,6way,val,Ses01F_impro01_
but,0.14285714285714285,3,22,5,6way,val,Ses01F_impro01_
like,0.0,0,6,5,6way,val,Ses01F_impro01_
like,0.4,2,6,5,6way,val,Ses01F_impro01_
but,0.037037037037037035,1,28,5,6way,val,Ses01F_impro01_
but,0.42857142857142855,6,15,5,6way,val,Ses01F_impro01_
so,0.2608695652173913,6,24,0,6way,val,Ses01F_impro01_
like,0.6,6,11,3,6way,val,Ses01F_impro01_
so,1.0,10,11,3,6way,val,Ses01F_impro01_
so,0.5555555555555556,5,10,2,6way,val,Ses01F_impro02_
so,0.35294117647058826,6,18,2,6way,val,Ses01F_impro02_
i think,0.5384615384615384,7,14,-1,6way,val,Ses01F_impro02_
though,0.75,6,9,2,6way,val,Ses01F_impro02_
though,0.5714285714285714,4,8,3,6way,val,Ses01F_impro02_
like,0.4,10,26,-1,6way,val,Ses01F_impro02_
but,0.2,5,26,-1,6way,val,Ses01F_impro02_
like,0.0,0,9,-1,6way,val,Ses01F_impro02_
and,1.0,8,9,-1,6way,val,Ses01F_impro02_
though,1.0,5,6,-1,6way,val,Ses01F_impro02_
like,0.7,7,11,2,6way,val,Ses01F_impro02_
maybe,0.0,0,11,2,6way,val,Ses01F_impro02_
and,0.0,0,6,3,6way,val,Ses01F_impro02_
and,0.0,0,10,2,6way,val,Ses01F_impro02_
and,0.4444444444444444,4,10,2,6way,val,Ses01F_impro02_
and,0.6666666666666666,6,10,2,6way,val,Ses01F_impro02_
so,0.0,0,5,3,6way,val,Ses01F_impro03_
well,0.0,0,4,1,6way,val,Ses01F_impro03_
and,0.0,0,5,1,6way,val,Ses01F_impro03_
oh,0.0,0,6,-1,6way,val,Ses01F_impro03_
and,0.22727272727272727,5,23,1,6way,val,Ses01F_impro03_
like,1.0,6,7,3,6way,val,Ses01F_impro03_
and,0.6666666666666666,4,7,3,6way,val,Ses01F_impro03_
and,0.5714285714285714,4,8,-1,6way,val,Ses01F_impro03_
well,0.1111111111111111,1,10,1,6way,val,Ses01F_impro03_
but,0.0,0,8,1,6way,val,Ses01F_impro03_
oh,0.0,0,7,1,6way,val,Ses01F_impro03_
though,0.6666666666666666,4,7,1,6way,val,Ses01F_impro03_
though,1.0,7,8,-1,6way,val,Ses01F_impro03_
like,0.25,4,17,3,6way,val,Ses01F_impro03_
but,0.0625,1,17,3,6way,val,Ses01F_impro03_
oh,0.0,0,2,1,6way,val,Ses01F_impro03_
so,0.6111111111111112,11,19,-1,6way,val,Ses01F_impro03_
oh,0.0,0,19,-1,6way,val,Ses01F_impro03_
i guess,0.0,0,10,1,6way,val,Ses01F_impro03_
i guess,0.3333333333333333,3,10,1,6way,val,Ses01F_impro03_
like,0.0,0,7,1,6way,val,Ses01F_impro03_
i guess,0.2631578947368421,5,20,-1,6way,val,Ses01F_impro03_
so,0.16666666666666666,1,7,4,6way,val,Ses01F_impro03_
like,0.16666666666666666,1,7,1,6way,val,Ses01F_impro03_
i think,0.14285714285714285,1,8,3,6way,val,Ses01F_impro03_
and,0.7142857142857143,5,8,3,6way,val,Ses01F_impro03_
so,0.7777777777777778,14,19,3,6way,val,Ses01F_impro03_
but,0.5555555555555556,10,19,3,6way,val,Ses01F_impro03_
oh,0.0,0,1,-1,6way,val,Ses01F_impro03_
like,0.6153846153846154,8,14,1,6way,val,Ses01F_impro03_
like,1.0,13,14,1,6way,val,Ses01F_impro03_
like,0.7333333333333333,11,16,3,6way,val,Ses01F_impro03_
but,0.0,0,16,3,6way,val,Ses01F_impro03_
like,0.0,0,15,3,6way,val,Ses01F_impro03_
like,0.5,7,15,3,6way,val,Ses01F_impro03_
but,0.14285714285714285,2,15,3,6way,val,Ses01F_impro03_
so,0.125,1,9,1,6way,val,Ses01F_impro03_
well,0.0,0,9,1,6way,val,Ses01F_impro03_
oh,0.5714285714285714,4,8,3,6way,val,Ses01F_impro04_
like,0.5384615384615384,7,14,3,6way,val,Ses01F_impro04_
like,0.9230769230769231,12,14,3,6way,val,Ses01F_impro04_
and,0.7692307692307693,10,14,3,6way,val,Ses01F_impro04_
like,0.6363636363636364,21,34,5,6way,val,Ses01F_impro04_
so,0.2727272727272727,9,34,5,6way,val,Ses01F_impro04_
so,0.9090909090909091,30,34,5,6way,val,Ses01F_impro04_
i mean,0.09090909090909091,3,34,5,6way,val,Ses01F_impro04_
i think,0.5454545454545454,18,34,5,6way,val,Ses01F_impro04_
so,0.7368421052631579,14,20,3,6way,val,Ses01F_impro04_
like,0.16666666666666666,1,7,3,6way,val,Ses01F_impro04_
like,0.1111111111111111,1,10,3,6way,val,Ses01F_impro04_
you know,0.0,0,12,3,6way,val,Ses01F_impro04_
so,0.35294117647058826,6,18,-1,6way,val,Ses01F_impro04_
and,1.0,11,12,3,6way,val,Ses01F_impro04_
i guess,0.8181818181818182,9,12,3,6way,val,Ses01F_impro04_
i mean,0.13333333333333333,2,16,3,6way,val,Ses01F_impro04_
and,0.5333333333333333,8,16,3,6way,val,Ses01F_impro04_
so,0.24,6,26,3,6way,val,Ses01F_impro04_
well,0.0,0,26,3,6way,val,Ses01F_impro04_
and,0.32,8,26,3,6way,val,Ses01F_impro04_
and,0.84,21,26,3,6way,val,Ses01F_impro04_
maybe,0.04,1,26,3,6way,val,Ses01F_impro04_
like,0.11764705882352941,2,18,-1,6way,val,Ses01F_impro04_
like,0.29411764705882354,5,18,-1,6way,val,Ses01F_impro04_
so,0.5172413793103449,15,30,3,6way,val,Ses01F_impro04_
but,0.3793103448275862,11,30,3,6way,val,Ses01F_impro04_
but,0.14285714285714285,1,8,3,6way,val,Ses01F_impro04_
but,0.14285714285714285,1,8,3,6way,val,Ses01F_impro04_
like,1.0,17,18,5,6way,val,Ses01F_impro04_
well,0.6,3,6,3,6way,val,Ses01F_impro04_
maybe,1.0,5,6,3,6way,val,Ses01F_impro04_
but,1.0,22,23,5,6way,val,Ses01F_impro04_
and,0.42105263157894735,8,20,-1,6way,val,Ses01F_impro04_
like,0.3333333333333333,11,34,3,6way,val,Ses01F_impro04_
so,0.030303030303030304,1,34,3,6way,val,Ses01F_impro04_
but,0.5454545454545454,18,34,3,6way,val,Ses01F_impro04_
well,0.0,0,34,3,6way,val,Ses01F_impro04_
maybe,0.0,0,4,3,6way,val,Ses01F_impro04_
maybe,1.0,11,12,3,6way,val,Ses01F_impro04_
but,0.7142857142857143,5,8,3,6way,val,Ses01F_impro04_
and,0.5,5,11,5,6way,val,Ses01F_impro04_
so,0.2857142857142857,2,8,0,6way,val,Ses01F_impro04_
and,0.5714285714285714,4,8,0,6way,val,Ses01F_impro04_
oh,0.0,0,14,0,6way,val,Ses01F_impro04_
so,0.5,2,5,5,6way,val,Ses01F_impro04_
oh,0.25,1,5,5,6way,val,Ses01F_impro04_
you know,0.0,0,16,5,6way,val,Ses01F_impro04_
and,0.6666666666666666,10,16,5,6way,val,Ses01F_impro04_
and,0.9090909090909091,30,34,5,6way,val,Ses01F_impro05_
so,0.23529411764705882,4,18,3,6way,val,Ses01F_impro05_
and,0.25,3,13,3,6way,val,Ses01F_impro05_
like,0.35294117647058826,6,18,0,6way,val,Ses01F_impro05_
and,0.3684210526315789,7,20,3,6way,val,Ses01F_impro05_
like,0.30612244897959184,15,50,3,6way,val,Ses01F_impro05_
so,0.14285714285714285,7,50,3,6way,val,Ses01F_impro05_
so,0.9591836734693877,47,50,3,6way,val,Ses01F_impro05_
oh,0.0,0,5,-1,6way,val,Ses01F_impro05_
but,1.0,7,8,3,6way,val,Ses01F_impro05_
and,0.5714285714285714,4,8,3,6way,val,Ses01F_impro05_
so,0.0,0,11,-1,6way,val,Ses01F_impro05_
and,0.5,5,11,-1,6way,val,Ses01F_impro05_
so,0.6956521739130435,16,24,3,6way,val,Ses01F_impro05_
probably,0.8947368421052632,17,20,3,6way,val,Ses01F_impro05_
and,0.47368421052631576,9,20,3,6way,val,Ses01F_impro05_
so,1.0,6,7,-1,6way,val,Ses01F_impro05_
like,0.8780487804878049,36,42,0,6way,val,Ses01F_impro05_
so,0.08,2,26,-1,6way,val,Ses01F_impro05_
but,0.12,3,26,-1,6way,val,Ses01F_impro05_
so,0.34782608695652173,8,24,0,6way,val,Ses01F_impro05_
so,0.391304347826087,9,24,0,6way,val,Ses01F_impro05_
and,0.7391304347826086,17,24,0,6way,val,Ses01F_impro05_
so,0.7619047619047619,16,22,3,6way,val,Ses01F_impro05_
like,0.34782608695652173,8,24,3,6way,val,Ses01F_impro05_
oh,0.0,0,9,0,6way,val,Ses01F_impro05_
so,0.8181818181818182,9,12,0,6way,val,Ses01F_impro05_
oh,0.8888888888888888,8,10,3,6way,val,Ses01F_impro05_
probably,0.5,2,5,0,6way,val,Ses01F_impro05_
but,0.7142857142857143,15,22,3,6way,val,Ses01F_impro05_
well,0.0,0,22,3,6way,val,Ses01F_impro05_
and,0.38095238095238093,8,22,3,6way,val,Ses01F_impro05_
maybe,0.09523809523809523,2,22,3,6way,val,Ses01F_impro05_
so,1.0,15,16,3,6way,val,Ses01F_impro05_
oh,0.0,0,6,3,6way,val,Ses01F_impro05_
so,1.0,9,10,-1,6way,val,Ses01F_impro05_
like,0.6666666666666666,14,22,-1,6way,val,Ses01F_impro05_
so,0.19047619047619047,4,22,-1,6way,val,Ses01F_impro05_
yet,1.0,17,18,0,6way,val,Ses01F_impro05_
but,0.3181818181818182,7,23,3,6way,val,Ses01F_impro05_
i think,0.36363636363636365,8,23,3,6way,val,Ses01F_impro05_
so,0.5,1,3,2,6way,val,Ses01F_impro06_
you know,0.0,0,24,2,6way,val,Ses01F_impro06_
and,0.9130434782608695,21,24,2,6way,val,Ses01F_impro06_
like,0.5483870967741935,17,32,2,6way,val,Ses01F_impro06_
like,0.15789473684210525,3,20,2,6way,val,Ses01F_impro06_
so,0.0,0,20,2,6way,val,Ses01F_impro06_
like,0.34375,11,33,2,6way,val,Ses01F_impro06_
so,0.0,0,33,2,6way,val,Ses01F_impro06_
though,0.59375,19,33,2,6way,val,Ses01F_impro06_
and,0.25,8,33,2,6way,val,Ses01F_impro06_
